,user,date,pageId,timeOnPage
121,5bd6f1badef82a3ad53a2330,2018-10-31 16:14:33.316000+00:00,893861b0-fa80-483e-ed94-e405e91ee0b6,0 days 00:02:46.695000000
122,5bd6f1badef82a3ad53a2330,2018-10-31 16:17:20.011000+00:00,1ed5a659-7032-41cf-03e9-82effaf98552,0 days 00:00:04.787000000
123,5bd6f1badef82a3ad53a2330,2018-10-31 16:17:24.798000+00:00,9a2c0781-eda8-4336-b4c2-96862f9d0e19,0 days 00:03:55.981000000
124,5bd6f1badef82a3ad53a2330,2018-10-31 16:21:20.779000+00:00,3c448b17-5737-417a-48ae-e88b7945103f,0 days 00:00:51.122000000
125,5bd6f1badef82a3ad53a2330,2018-10-31 16:22:11.901000+00:00,0495f7ae-f008-43cd-9369-79f39d84c8ec,0 days 00:00:07.772000000
126,5bd6f1badef82a3ad53a2330,2018-10-31 16:22:19.673000+00:00,3fd76aaa-1e0b-4335-2559-7349ba4d28d2,0 days 00:01:19.606000000
127,5bd6f1badef82a3ad53a2330,2018-10-31 16:23:39.279000+00:00,0a6be1f0-ee3b-40c4-fb16-edfd9924aec7,0 days 00:00:05.247000000
128,5bd6f1badef82a3ad53a2330,2018-10-31 16:23:44.526000+00:00,b144a79b-a428-4d19-4853-6d4edbd888b9,0 days 00:00:06.436000000
129,5bd6f1badef82a3ad53a2330,2018-10-31 16:23:50.962000+00:00,0959187e-6527-4333-496d-087ec36e3c8c,0 days 00:00:19.712000000
130,5bd6f1badef82a3ad53a2330,2018-10-31 16:24:10.674000+00:00,0568c4c1-d76b-4cdf-f4da-92148495de23,0 days 00:00:05.597000000
131,5bd6f1badef82a3ad53a2330,2018-10-31 16:24:16.271000+00:00,1f0e3207-459a-4a51-88a6-20428d9b375d,0 days 00:00:54.693000000
132,5bd6f1badef82a3ad53a2330,2018-10-31 16:25:10.964000+00:00,d05c6996-530e-40c8-7442-3abb7a147038,0 days 00:00:17.217000000
133,5bd6f1badef82a3ad53a2330,2018-10-31 16:25:28.181000+00:00,81c5c751-857b-488a-d88f-fda3d4413bfe,0 days 00:00:10.628000000
134,5bd6f1badef82a3ad53a2330,2018-10-31 16:25:38.809000+00:00,1e4f4680-20d8-4df4-1828-00550dec362e,0 days 00:00:02.339000000
135,5bd6f1badef82a3ad53a2330,2018-10-31 16:25:41.148000+00:00,bbc0da17-194b-473a-b865-c9efb8ae94f6,0 days 00:00:07.835000000
136,5bd6f1badef82a3ad53a2330,2018-10-31 16:25:48.983000+00:00,47480a57-3aee-4176-c171-7a02b2572a57,0 days 01:01:05.136000000
138,5bd6f1bbdef82a3ad53a2331,2018-10-31 15:30:11.747000+00:00,8bf230cc-42fa-4cd2-3eb9-d16480cd7094,0 days 00:00:31.916000000
139,5bd6f1bbdef82a3ad53a2331,2018-10-31 15:30:43.663000+00:00,2091fc6e-94bb-4940-65b1-4f197ffec78c,0 days 00:00:47.467000000
140,5bd6f1bbdef82a3ad53a2331,2018-10-31 15:31:31.130000+00:00,967019ef-a441-4a99-2268-795d189d258b,0 days 00:03:33.658000000
141,5bd6f1bbdef82a3ad53a2331,2018-10-31 15:35:04.788000+00:00,383154c5-58f4-42ac-7c84-951d5133af4e,0 days 00:08:33.346000000
142,5bd6f1bbdef82a3ad53a2331,2018-10-31 15:43:38.134000+00:00,1d1d31a6-aaf8-4e5f-2521-ac55bca0caa1,0 days 00:00:35.218000000
143,5bd6f1bbdef82a3ad53a2331,2018-10-31 15:44:13.352000+00:00,5eb7c764-0aa4-4984-2b27-2515b92cb252,0 days 00:00:31.900000000
144,5bd6f1bbdef82a3ad53a2331,2018-10-31 15:44:45.252000+00:00,3bfc772a-2257-4244-3e75-51c181bee1a9,0 days 00:22:08.633000000
145,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:06:53.885000+00:00,893861b0-fa80-483e-ed94-e405e91ee0b6,0 days 00:02:34.844000000
146,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:09:28.729000+00:00,8bf230cc-42fa-4cd2-3eb9-d16480cd7094,0 days 00:06:02.380000000
147,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:15:31.109000+00:00,47480a57-3aee-4176-c171-7a02b2572a57,0 days 00:03:22.969000000
148,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:18:54.078000+00:00,893861b0-fa80-483e-ed94-e405e91ee0b6,0 days 00:04:20.222000000
149,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:23:14.300000+00:00,8bf230cc-42fa-4cd2-3eb9-d16480cd7094,0 days 00:00:54.820000000
150,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:24:09.120000+00:00,7c67cd54-26b2-4cad-1e91-80e342964c11,0 days 00:02:48.100000000
151,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:26:57.220000+00:00,967019ef-a441-4a99-2268-795d189d258b,0 days 00:00:56.304000000
152,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:27:53.524000+00:00,fd08500f-0415-4e42-c390-07072d9e2981,0 days 00:00:54.034000000
153,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:28:47.558000+00:00,15bbe172-c658-4498-e4a3-3b2c74a2e297,0 days 00:00:15.863000000
154,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:29:03.421000+00:00,3339055b-87bd-4f52-acce-5f195750a823,0 days 00:00:14.672000000
155,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:29:18.093000+00:00,f34c7ef4-a985-4827-a90a-20a567a086e9,0 days 00:02:34.556000000
156,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:31:52.649000+00:00,5d537fd6-8c93-4e89-3b78-7f96aeba602a,0 days 00:00:03.725000000
157,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:31:56.374000+00:00,383154c5-58f4-42ac-7c84-951d5133af4e,0 days 00:00:15.404000000
158,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:32:11.778000+00:00,1639ae3c-5930-4662-9c1c-b8d87586de76,0 days 00:01:06.898000000
159,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:33:18.676000+00:00,5eb7c764-0aa4-4984-2b27-2515b92cb252,0 days 00:00:02.383000000
160,5bd6f1bbdef82a3ad53a2331,2018-10-31 16:33:21.059000+00:00,3bfc772a-2257-4244-3e75-51c181bee1a9,0 days 00:49:33.662000000
161,5bd6f1bbdef82a3ad53a2331,2018-10-31 17:22:54.721000+00:00,893861b0-fa80-483e-ed94-e405e91ee0b6,0 days 00:04:37.993000000
162,5bd6f1bbdef82a3ad53a2331,2018-10-31 17:27:32.714000+00:00,8bf230cc-42fa-4cd2-3eb9-d16480cd7094,0 days 00:05:40.025000000
163,5bd6f1bbdef82a3ad53a2331,2018-10-31 17:33:12.739000+00:00,7c67cd54-26b2-4cad-1e91-80e342964c11,0 days 00:19:21.409000000
164,5bd6f1bbdef82a3ad53a2331,2018-10-31 17:52:34.148000+00:00,2091fc6e-94bb-4940-65b1-4f197ffec78c,0 days 00:02:55.226000000
165,5bd6f1bbdef82a3ad53a2331,2018-10-31 17:55:29.374000+00:00,967019ef-a441-4a99-2268-795d189d258b,0 days 00:00:20.162000000
166,5bd6f1bbdef82a3ad53a2331,2018-10-31 17:55:49.536000+00:00,fd08500f-0415-4e42-c390-07072d9e2981,0 days 00:14:39.265000000
167,5bd6f1bbdef82a3ad53a2331,2018-10-31 18:10:28.801000+00:00,893861b0-fa80-483e-ed94-e405e91ee0b6,0 days 00:01:39.246000000
168,5bd6f1bbdef82a3ad53a2331,2018-10-31 18:12:08.047000+00:00,f17e55aa-28d2-4596-3a3b-f4160fec8c37,0 days 00:07:49.128000000
170,5bd70587def82a3ad53a3cd8,2018-10-31 15:59:29.554000+00:00,f17e55aa-28d2-4596-3a3b-f4160fec8c37,0 days 00:04:26.666000000
171,5bd70587def82a3ad53a3cd8,2018-10-31 16:03:56.220000+00:00,893861b0-fa80-483e-ed94-e405e91ee0b6,0 days 00:02:00.999000000
172,5bd70587def82a3ad53a3cd8,2018-10-31 16:05:57.219000+00:00,8bf230cc-42fa-4cd2-3eb9-d16480cd7094,0 days 00:05:26.195000000
173,5bd70587def82a3ad53a3cd8,2018-10-31 16:11:23.414000+00:00,7c67cd54-26b2-4cad-1e91-80e342964c11,0 days 00:00:53.819000000
174,5bd70587def82a3ad53a3cd8,2018-10-31 16:12:17.233000+00:00,967019ef-a441-4a99-2268-795d189d258b,0 days 00:04:09.906000000
175,5bd70587def82a3ad53a3cd8,2018-10-31 16:16:27.139000+00:00,fd08500f-0415-4e42-c390-07072d9e2981,0 days 00:00:14.418000000
176,5bd70587def82a3ad53a3cd8,2018-10-31 16:16:41.557000+00:00,15bbe172-c658-4498-e4a3-3b2c74a2e297,0 days 00:02:36.305000000
